Robot ID,Country,Deployment Date,Date,Daily Task Volume,Procedure Time (mins),Daily Energy Consumption (kWh),Error Rate (%),Downtime (hrs),Maintenance Events,Task Success Rate (%),Predicted Maintenance Need,Patient Satisfaction Score,Cost per Task (USD),Hospital Type,Robot Operating Time (hrs)
Robot_USA_001,USA,2023-02-21,2023-03-09,16,180.73923247391636,89.43727088704057,0.9435355417068969,0.5577427051843638,0,99.23330571119153,No,9.420666715713072,1731.671207781523,General,6.131400998662296
Robot_USA_001,USA,2023-02-21,2023-03-10,42,210.62682877284172,62.26179592928092,1.8614138328087155,1.8802668849155568,1,96.41960487368733,No,8.273277544450638,1074.104756455208,Teaching,9.563728816518204
Robot_USA_001,USA,2023-02-21,2023-03-11,45,77.49981822288325,11.626782725396879,2.469468575917173,0.3576454184426576,0,98.72085261528281,No,8.918118521955586,1115.865338309768,Specialty,6.856416573772078
Robot_USA_001,USA,2023-02-21,2023-03-12,34,292.7128497831603,45.378795220008435,4.460232775885567,1.2622772519945258,0,97.51318546552596,No,7.0,1086.531848873955,General,6.6112968776908865
Robot_USA_001,USA,2023-02-21,2023-03-13,23,184.44113378647944,79.16986128756781,0.21801885877216876,1.989101021594682,0,96.39780170898379,No,9.106129363099084,1230.126444507509,General,5.527423792042898
Robot_USA_001,USA,2023-02-21,2023-03-14,25,81.54597841059342,34.162737120114116,2.4263993713815784,0.7453737341880986,0,99.22106570363155,No,7.0,326.749035529179,Specialty,9.305050586894188
Robot_USA_001,USA,2023-02-21,2023-03-15,26,126.83463094996425,32.87472841627649,1.4764529420946937,0.645101528477201,0,95.68310665721015,No,7.0,955.6055416032976,Specialty,11.069506230060727
Robot_USA_001,USA,2023-02-21,2023-03-16,17,52.030428708064896,10.46663764965881,3.13947207474318,0.3885479070240845,0,96.98391913606945,Yes,8.967717077498117,1795.910868111188,Teaching,7.629080668479608
Robot_USA_001,USA,2023-02-21,2023-03-17,6,148.38801321488347,70.48235217656794,1.6407633373736596,0.3100832334554884,1,99.19466751034682,No,8.854419585119663,787.9722352328736,General,6.900800410738193
Robot_USA_001,USA,2023-02-21,2023-03-18,48,198.18042847113006,17.68127184943912,0.2584086058430385,1.062709263136296,0,98.18714950749103,No,7.0,1956.5337430325624,Specialty,7.260695310588722
Robot_USA_001,USA,2023-02-21,2023-03-19,21,137.68164339009454,49.016866382266784,3.720213214995577,0.5017210546933224,0,95.40436483308599,No,8.131550010913303,1847.3847097276648,Teaching,6.751700287152167
Robot_USA_001,USA,2023-02-21,2023-03-20,29,208.25329171378743,35.19405072513486,4.77432640331597,1.475793833391537,0,98.05860373117176,No,8.657201855097078,645.9157811020834,Teaching,10.304922773250583
Robot_USA_001,USA,2023-02-21,2023-03-21,33,61.33961293686738,14.140237781957747,0.20364401159485068,1.7109211680220144,0,97.37086914543663,Yes,7.0,511.7633658380273,Specialty,9.548415778499344
Robot_USA_001,USA,2023-02-21,2023-03-22,14,286.2693475296742,89.80123485682428,1.3044681167085699,0.0306090805807695,1,97.5051994195763,No,7.47561235866571,1431.1347849166539,Teaching,11.609761179876172
Robot_USA_001,USA,2023-02-21,2023-03-23,32,188.15940694383508,94.62072172824618,2.877370889379395,0.7763398524130438,0,97.29126445245758,No,8.348214904964417,1930.1430148830457,Specialty,6.446790519137218
Robot_USA_001,USA,2023-02-21,2023-03-24,33,48.72755123629467,19.070020123968398,0.09110912825774864,0.1888859215118568,0,95.35594324230115,No,9.088317206484577,1720.7755597450182,Specialty,7.38437198624968
Robot_USA_001,USA,2023-02-21,2023-03-25,45,163.93011265921967,72.36013228227455,1.741683022265987,1.8732963037114145,0,97.0897301585779,No,7.0,1223.336510749925,Teaching,11.933535994004712
Robot_USA_001,USA,2023-02-21,2023-03-26,40,130.44488316405145,79.87716646677971,1.7040177012650892,1.8615146512071294,0,97.14497013687509,No,9.889566338614964,1558.1771733524283,General,7.644102203234064
Robot_USA_001,USA,2023-02-21,2023-03-27,24,253.14351584909025,38.804464092755055,4.477616142481002,0.7784033574683262,0,99.52690988209632,Yes,8.824166352488442,1911.092864487601,Teaching,8.451179604402634
Robot_USA_001,USA,2023-02-21,2023-03-28,20,151.08029093414635,36.388969452825805,1.6433227268495798,1.3450369121540768,0,98.95789521862925,No,8.369856945632316,364.17098548764267,Specialty,11.819737459740871
Robot_USA_001,USA,2023-02-21,2023-03-29,18,178.3727982274086,49.73774512360393,4.438520913791499,0.7018300251041574,0,95.71495841026417,No,7.677779604433568,351.39225100699537,General,6.558034922997214
Robot_USA_001,USA,2023-02-21,2023-03-30,13,251.90221600839618,73.56180044408465,0.4067439032094988,0.16967542817038384,1,96.8713539787806,No,8.743687211491912,1663.0392210635046,Teaching,11.353855944439823
Robot_USA_001,USA,2023-02-21,2023-03-31,49,233.41211001991425,43.86336269778242,0.4175035834933438,1.5542938318548736,0,97.12111004623488,No,8.48098379209731,220.4365605813543,Specialty,5.394122929772862
Robot_USA_001,USA,2023-02-21,2023-04-01,32,237.14261033931436,84.05113166890239,3.7210582847164897,1.362078854193818,0,97.00111446436013,No,7.497470635362191,349.2043790480376,General,6.565170869636169
Robot_USA_001,USA,2023-02-21,2023-04-02,10,246.5694972372182,98.01106018788438,2.7800251932129227,0.6453727765551673,0,99.62321665111799,No,9.343574022780345,335.7821847615847,Teaching,9.405790466946838
Robot_USA_001,USA,2023-02-21,2023-04-03,18,109.51336564664606,99.62482375264337,3.484625279319074,0.7684036627584399,0,99.57627170834553,No,7.433678521760031,304.1550159638733,Specialty,8.189597269499991
Robot_USA_001,USA,2023-02-21,2023-04-04,32,120.62821749518007,25.271191350600898,3.234241808343619,0.7765367679797444,0,96.3296896248212,No,8.176627200996798,258.16871199737085,General,7.166693314004294
Robot_USA_001,USA,2023-02-21,2023-04-05,24,192.7511081462906,34.38618782636169,0.6659256261187485,0.1524007591983263,1,97.0831952886924,No,7.0,1854.5177933040072,Specialty,11.529099383478092
Robot_USA_001,USA,2023-02-21,2023-04-06,49,74.50525050699025,47.01296049268321,3.8880114186761277,0.9607401637327093,1,96.8836948496897,No,9.653531872007868,1224.3466444983458,General,8.280852118564791
Robot_USA_001,USA,2023-02-21,2023-04-07,39,66.14007207617097,11.230476834429755,0.3767953017623116,1.383428794337824,0,98.74955374734986,No,8.124989371630186,1253.2691581858496,General,11.613360109176996
Robot_USA_001,USA,2023-02-21,2023-04-08,14,132.01964830446232,31.697634909666867,1.0252266425326244,0.5028848790235969,0,96.03613824504028,No,7.0,1696.4686821125022,Specialty,10.965270502229782
Robot_USA_001,USA,2023-02-21,2023-04-09,48,181.4532523145543,88.89882423925106,2.0174143310619854,0.26803045690128147,0,98.7756862783681,No,8.231736938050487,1467.3435825786025,Teaching,11.322057410736384
Robot_USA_001,USA,2023-02-21,2023-04-10,38,124.65864087778118,63.09259181691698,1.9612202254986615,0.8749498440474581,1,96.74127733511651,No,8.01328550395725,1319.7560604101723,Teaching,9.883493100454244
Robot_USA_001,USA,2023-02-21,2023-04-11,33,69.70983985084024,93.3928862645345,2.460581465397691,0.5164887765979167,0,99.90016287642739,No,9.834445640864136,791.7528985175148,Teaching,9.05754954130217
Robot_USA_001,USA,2023-02-21,2023-04-12,15,50.48309858933926,21.59917497195843,0.6402291947888622,0.3038053870245887,0,98.20437372401608,No,9.247368031611801,1053.1309524731703,General,11.81177244489073
Robot_USA_001,USA,2023-02-21,2023-04-13,23,251.88347194800127,41.05743650401481,1.7380960724134176,0.06360936297033026,0,97.67211751866262,No,8.209307691968958,1809.5910732126663,General,8.523920895983998
Robot_USA_001,USA,2023-02-21,2023-04-14,49,116.82734646360782,18.306152760587146,2.405726970281466,1.375569434192166,0,95.78488841358097,No,8.68150697762731,1975.2625925602672,Teaching,7.593304719539674
Robot_USA_001,USA,2023-02-21,2023-04-15,26,93.75146394169917,78.3959868043827,2.6563287698676703,1.4410321227829297,0,95.73869545953113,No,7.724768206332312,1436.897909725996,Teaching,8.581742094809663
Robot_USA_001,USA,2023-02-21,2023-04-16,49,264.1480448901753,41.87320037138129,1.9858191625204125,0.2097383330649618,0,95.91141939237978,No,7.0,817.2683557008685,General,9.753716234011428
Robot_USA_001,USA,2023-02-21,2023-04-17,7,205.18216687872552,53.162389157882515,2.9209974235708462,1.4736449507898257,0,97.9326771733038,No,8.706689463001076,881.7907267123209,General,7.541576074790446
Robot_USA_001,USA,2023-02-21,2023-04-18,30,194.03991001926465,31.991783991818906,2.491238489244701,0.660696962561828,1,95.03767181567038,No,8.293761041044133,1731.4715321050633,Specialty,6.995666180856929
Robot_USA_001,USA,2023-02-21,2023-04-19,35,45.026442126383344,85.80826317683635,0.2581773893725642,0.03648496285672209,0,99.98627767384197,No,7.0,1236.7971520501878,Teaching,11.058549881257862
Robot_USA_001,USA,2023-02-21,2023-04-20,10,293.26813399518846,54.1673901332906,3.6144804831088786,1.6417229463067051,0,97.67518366022455,No,8.069207612077383,1942.3893197076216,Teaching,6.396548491368239
Robot_USA_001,USA,2023-02-21,2023-04-21,24,95.45062775207167,20.335314226528318,3.0531002122081627,0.5772611064805115,0,95.77181357637102,No,8.994566602142484,1158.6609785928545,General,7.584613370569273
Robot_USA_001,USA,2023-02-21,2023-04-22,14,178.12284184330136,59.40297819000796,1.0086523116511792,1.3691430957596666,0,95.6941238672101,Yes,8.428325963442562,1290.9833859005096,Teaching,7.442077865800967
Robot_USA_001,USA,2023-02-21,2023-04-23,9,254.26724010268686,96.85242195998613,0.6214861174277236,1.4617349504072885,1,95.9061653308283,Yes,7.476181480510946,1534.0171687221064,Specialty,5.336662507748613
Robot_USA_001,USA,2023-02-21,2023-04-24,33,67.73854168909817,81.57405806739011,1.0081366002387226,0.327311885731409,0,99.07287360115691,No,7.0,1778.9609734635949,General,9.780874443919927
Robot_USA_001,USA,2023-02-21,2023-04-25,12,148.56642531395897,43.92499864824168,2.313398928348032,0.6027557483282842,0,97.5136019504624,No,8.860778424673429,1819.2342318942233,Teaching,8.723002357817219
Robot_USA_001,USA,2023-02-21,2023-04-26,44,91.83685554969502,58.8564379552068,2.157640715682213,0.6656315718249686,0,98.46858803701669,No,8.487255849511632,1534.6296400502818,Teaching,10.520180478571715
Robot_USA_001,USA,2023-02-21,2023-04-27,42,233.14884241048213,73.62824151191131,3.8928596952537555,0.28625597109693923,0,98.57032041111808,No,9.554395215849114,1558.3435253482098,Specialty,10.74880113270409
Robot_USA_001,USA,2023-02-21,2023-04-28,35,132.28182270036723,51.13001973535105,3.0197893603625623,1.0045766949250603,0,97.43178740997804,No,9.830438563269084,1489.1223345193139,Teaching,7.419871954527436
Robot_USA_001,USA,2023-02-21,2023-04-29,15,288.9501945322875,40.827183146068904,1.1367549151499352,0.8471937248409658,0,98.07475131576327,No,10.0,450.4091494575114,Specialty,9.280179648042536
Robot_USA_001,USA,2023-02-21,2023-04-30,44,265.4734554149209,93.89064542352511,2.825665917946045,1.3933016477537845,1,98.53619317156699,No,10.0,963.4352083442948,General,5.729728762362667
Robot_USA_001,USA,2023-02-21,2023-05-01,45,279.9034984848296,50.57554342637189,0.5661902292037763,1.9696823979246691,0,95.62331340601634,No,9.845420046154977,1765.8134517118308,Teaching,6.591769346139788
Robot_USA_001,USA,2023-02-21,2023-05-02,19,137.73073004493517,14.928547493982819,1.6759862082295047,1.6057068971960229,0,96.66749585845572,No,9.323170583961915,823.4227898587302,Specialty,8.365858846623516
Robot_USA_001,USA,2023-02-21,2023-05-03,31,152.09884404024794,30.214434064598375,2.262197580663467,0.2817140407595997,0,97.4918388636974,No,8.573317967188403,1846.7226219225802,General,10.463469952822614
Robot_USA_001,USA,2023-02-21,2023-05-04,47,200.7113577382732,11.178501092950027,3.317686860083553,0.35607193373950285,1,95.74331363876557,No,10.0,320.7376592991695,Teaching,7.9875223373572455
Robot_USA_001,USA,2023-02-21,2023-05-05,23,124.33448974331992,52.14086455972414,3.1248799352552616,0.7554518948803386,0,97.93726802117037,No,8.559218434014488,1485.306559621691,Specialty,8.67073188529306
Robot_USA_001,USA,2023-02-21,2023-05-06,32,159.8937460646482,54.73107539391241,3.8267814053312033,0.20596295866263103,0,95.37751681901945,No,9.013795413580612,1147.8412399867289,General,5.177704489622414
Robot_USA_001,USA,2023-02-21,2023-05-07,32,256.74299205327407,88.02943840103711,2.0399224768242235,1.1034451905186795,0,95.98056549846726,No,8.205633338981695,1271.088163460757,General,10.599412597612325
Robot_USA_001,USA,2023-02-21,2023-05-08,7,269.6143302786458,60.10494263050295,3.6040654815525333,1.6106299347158102,1,98.0159870108849,No,8.224190434398007,783.1821099922394,Specialty,5.091013464575152
Robot_USA_001,USA,2023-02-21,2023-05-09,11,228.69424556292063,86.33152859201951,0.6138844483135425,1.7528881517505877,0,98.51973067569254,No,7.442468748566657,1324.570287877852,Teaching,6.815964034019047
Robot_USA_001,USA,2023-02-21,2023-05-10,6,128.02598729267444,13.080529973847622,4.153272532826248,0.6903842897625512,0,96.81378947332972,No,8.144967672353276,1218.3979159398089,Teaching,11.26186558825864
Robot_USA_001,USA,2023-02-21,2023-05-11,36,144.80764620669302,12.022237748810566,1.3433867969247304,1.0832684293217338,0,96.289438427166,No,8.757473234582658,1702.8744262387384,Specialty,8.6798312761188
Robot_USA_001,USA,2023-02-21,2023-05-12,49,216.62990155460668,71.48654708009333,4.112919379558369,1.0593233573101621,0,97.49045376755502,Yes,8.431019339654208,1496.3646469381324,General,5.076970800609363
Robot_USA_001,USA,2023-02-21,2023-05-13,25,101.19462671134644,33.9848554033794,3.6609228922953116,0.5014613211231955,0,97.47136925069135,No,7.0,1708.5925337209324,General,7.681969697746482
Robot_USA_001,USA,2023-02-21,2023-05-14,6,74.89650956414144,76.42302547837333,0.41399333962563234,1.2063042189327764,0,96.94647807020988,No,9.841311919700134,734.819088121715,Teaching,11.645147579404359
Robot_USA_001,USA,2023-02-21,2023-05-15,28,282.94402961768463,75.93148874892253,1.074701892953784,0.062366270122569345,0,97.97538965350127,Yes,7.616222211135732,1093.4592449622255,General,6.082704986182653
Robot_USA_001,USA,2023-02-21,2023-05-16,13,238.14629501137193,19.593842782039463,0.3756889086790438,1.4563775124072067,0,98.44201198213868,No,9.207751935455475,1638.9485821441626,Teaching,6.905015960609739
Robot_USA_001,USA,2023-02-21,2023-05-17,38,57.83531142371112,38.313690112846984,4.037151259083806,1.9241975715282353,0,98.4528011622282,No,7.937533224105732,356.0693813519305,Teaching,10.125574204866929
Robot_USA_001,USA,2023-02-21,2023-05-18,25,234.93967829548944,75.16929963458247,3.1861578989474344,1.9611536003599763,1,98.23332459558581,No,8.64493741478118,279.4977878781803,Teaching,11.995474496960844
Robot_USA_001,USA,2023-02-21,2023-05-19,30,183.34521224920996,92.39394678292376,0.1697298929289942,1.3948405344936798,0,99.62198097688265,No,8.117516982541908,1899.679680404181,Specialty,10.215451836841543
Robot_USA_001,USA,2023-02-21,2023-05-20,43,152.88879495976215,57.0191118464052,3.222733253129111,1.3003347008864563,0,97.80338597001757,No,8.579657857527586,993.8578911466909,Teaching,5.457494385592597
Robot_USA_001,USA,2023-02-21,2023-05-21,19,247.07378443824237,58.45613413427088,3.3082758754027077,1.47571153381305,0,97.13408528327432,No,9.513316036055354,951.5109512502058,Teaching,11.09069211730651
Robot_USA_001,USA,2023-02-21,2023-05-22,34,30.064131365488837,26.692561861905023,1.9198194495986287,1.8651798188505058,0,95.04742716814249,Yes,10.0,689.0365479242073,General,10.377913897051627
Robot_USA_001,USA,2023-02-21,2023-05-23,29,120.82002523367396,57.026727247107075,3.6613590359232258,0.006692724085958446,0,96.48501438227441,No,7.849629055929973,1487.9959674216354,General,5.294652327454533
Robot_USA_001,USA,2023-02-21,2023-05-24,5,275.79155755553427,14.059060949829087,0.5473379933955758,0.7832602810807121,0,99.78207848779712,No,9.063078873972572,1968.194927144147,Teaching,11.613124156039872
Robot_USA_001,USA,2023-02-21,2023-05-25,15,274.005471137323,99.0266418832023,3.7167641144681207,0.12997281896578805,0,99.18912867641623,No,7.0,1695.1565319511242,Specialty,6.614688682024311
Robot_USA_001,USA,2023-02-21,2023-05-26,38,133.70446510263739,13.305874368395227,4.786351314916628,1.6524113915879317,0,98.14888961498076,No,10.0,1145.0567015484828,Teaching,7.773694132318611
Robot_USA_001,USA,2023-02-21,2023-05-27,22,217.9255668745239,23.850631570586955,4.079165624953089,0.4488811436733213,0,97.68487211446707,No,8.969620789375504,1244.15517410806,Specialty,8.202024684415951
Robot_USA_001,USA,2023-02-21,2023-05-28,7,103.69903121120504,52.90091454973316,0.22188331766618385,1.7043870666940155,0,96.64525682684936,No,7.593964205497725,654.7683691295931,Specialty,6.818276486322284
Robot_USA_001,USA,2023-02-21,2023-05-29,9,43.17156705175673,57.93422674606859,4.8106098629602485,0.21893772010890777,0,99.95737667572524,Yes,9.47485028469613,1789.2312844474304,Specialty,9.146854492616622
Robot_USA_001,USA,2023-02-21,2023-05-30,7,123.90848613359212,71.02145373031573,2.8286598199789554,0.5340565403388426,0,98.98713010803463,No,9.320482181197365,1455.4486310047105,Specialty,5.740838656800088
Robot_USA_001,USA,2023-02-21,2023-05-31,31,233.23349268056313,24.274459476376634,4.404353795994642,1.743687055490464,0,99.12908375282382,No,9.007274031107297,803.2139376664554,Specialty,11.360909164885575
Robot_USA_001,USA,2023-02-21,2023-06-01,22,250.8510965121468,84.89207601619677,2.537338668804181,0.01277174343366716,0,98.08463459187871,No,7.140143859020081,1341.2102655793005,General,10.458917766058006
Robot_USA_001,USA,2023-02-21,2023-06-02,10,106.50259603170703,11.658494686439573,2.1612039194625616,1.6802430054824375,0,95.89748661711917,No,9.246253566027221,1619.8525673673396,Specialty,11.631085217794366
Robot_USA_001,USA,2023-02-21,2023-06-03,21,238.1657589836766,73.77148041423665,2.3678694421754427,0.11584092111759658,0,99.26207329599323,No,7.913451911478657,1365.6325581234337,General,7.685285822839353
Robot_USA_001,USA,2023-02-21,2023-06-04,33,35.973358912829255,39.12491972345871,2.443215952023329,1.5408148356155864,0,97.22951353188374,No,10.0,1994.8241002838802,General,5.715355337856033
Robot_USA_001,USA,2023-02-21,2023-06-05,45,74.17843172175068,81.53285938749364,3.468411128907443,0.4415392255775208,0,98.40249651037357,No,8.277587221544435,1898.508656301678,General,9.469681633648598
Robot_USA_001,USA,2023-02-21,2023-06-06,10,235.22540117828623,49.806888614281924,1.5597599524756522,0.6414854808762549,0,98.72918506015482,No,7.353041371266561,1762.6210642829558,Specialty,11.05050774887746
Robot_USA_001,USA,2023-02-21,2023-06-07,20,176.6728575632887,24.332116445133803,1.018506246381371,0.18232898081238336,0,97.26846817302642,No,9.013835193065546,1941.5202745047998,Specialty,8.234681035359625
Robot_USA_001,USA,2023-02-21,2023-06-08,34,61.67321101984651,21.26672129822954,3.4278264361448567,0.8606117897989254,0,97.45797273370718,Yes,8.243189691580966,1247.548523445918,General,9.131847572199357
Robot_USA_001,USA,2023-02-21,2023-06-09,12,113.79772890936492,50.969813417362104,0.05810269954050318,0.14489377558911776,0,97.39969417358562,No,9.52352152246566,1748.2203149405682,Specialty,11.354730570892482
Robot_USA_001,USA,2023-02-21,2023-06-10,15,159.7368757596138,19.44371605763574,1.2102250793126372,1.973325186534293,0,97.49444076725678,No,7.4063710539366046,1464.4369469793871,Specialty,10.430633150550692
Robot_USA_001,USA,2023-02-21,2023-06-11,37,169.78214371387207,17.907984923035002,1.7531346560459038,0.06640621758273313,0,96.98461638100798,No,10.0,1641.0560583963493,Specialty,5.288284466954901
Robot_USA_001,USA,2023-02-21,2023-06-12,48,58.233316890288066,67.2787224589273,3.5323786324345057,0.06317228965128407,1,95.25985641825736,No,9.14084286126701,1476.3089350116495,Specialty,9.377132621497635
Robot_USA_001,USA,2023-02-21,2023-06-13,24,121.65155198655764,83.3342602371861,0.4005742319233757,1.7896333121210553,0,99.08648884981247,No,8.90134362702479,1516.8611391595973,Teaching,10.073785919118409
Robot_USA_001,USA,2023-02-21,2023-06-14,16,96.71787318273954,24.359021210186953,4.3589178329610085,0.43842797471608863,1,96.68447895885554,No,10.0,1621.4573128564625,Teaching,5.305631603951529
Robot_USA_001,USA,2023-02-21,2023-06-15,48,179.94815875316044,74.72816004450374,1.1422737066564936,1.9926678321134839,1,98.25162843173469,No,7.997744283805876,255.17450397045093,General,10.883166843938534
Robot_USA_001,USA,2023-02-21,2023-06-16,34,289.41074890148377,47.431662953224674,4.231226460095247,1.2575296364118902,0,98.8386194403339,No,8.711594970380393,1177.9409420539191,Teaching,9.050727860006754
Robot_USA_001,USA,2023-02-21,2023-06-17,40,37.93650035425697,45.59636528641137,3.0309435678058576,1.1954471305117287,0,98.27504669416054,No,7.611789244552752,890.9248733620333,Specialty,9.420921540647644
Robot_USA_001,USA,2023-02-21,2023-06-18,19,93.66386536898666,79.84001863318865,2.026550915428717,1.203710767324017,0,96.86424318594467,No,7.136960341448878,943.4561143658547,Specialty,8.445944995136244
Robot_USA_001,USA,2023-02-21,2023-06-19,18,169.00068556101635,42.33100324597891,2.9647542571746373,0.32704774517004553,0,99.84706161167644,No,7.205318524279095,1592.251626235881,General,6.659194999758354
Robot_USA_001,USA,2023-02-21,2023-06-20,35,93.73362510354526,16.614707259701138,0.8487895254377037,1.0395478971120353,0,99.14441682941305,No,9.66082678737852,647.6856906577339,Teaching,11.640083483960037
Robot_USA_001,USA,2023-02-21,2023-06-21,24,132.42681927905443,64.49843418803945,1.7836602652000084,1.0670238505993912,0,98.52692797056102,No,8.673908041656505,1171.8305111039824,Specialty,11.90685086250013
Robot_USA_001,USA,2023-02-21,2023-06-22,13,173.41577256027864,94.29451230654654,0.19671770334254823,0.2442198280200536,0,99.66937508763952,No,9.589436709360434,1113.0226556391065,Specialty,9.817455061066168
Robot_USA_001,USA,2023-02-21,2023-06-23,24,296.39013319888863,96.86068267924409,0.02469990467204808,1.903623570846478,0,99.3395914726001,No,7.0,1400.3556635829877,Teaching,5.209815129108746
Robot_USA_001,USA,2023-02-21,2023-06-24,49,68.75643775063607,94.58378127341575,3.664494591706709,0.3247637893246418,0,98.65414737435438,No,10.0,622.2103280026917,Teaching,6.240048526131702
Robot_USA_001,USA,2023-02-21,2023-06-25,38,208.6407346002096,98.07681586604774,1.8714838356989634,0.03503198172412447,0,99.15438595670852,No,8.097965189654776,1631.9186690535257,General,9.204266797823653
Robot_USA_001,USA,2023-02-21,2023-06-26,35,207.89907696281745,45.44779650887426,3.2561648852074603,0.21318606061598144,0,99.99706862885333,Yes,8.779030425462539,1958.913531598371,General,11.953358561510399
Robot_USA_001,USA,2023-02-21,2023-06-27,17,241.24408069573383,61.0314634888001,3.6922460462566327,1.7570311226026958,0,96.6351658078162,No,9.097400069849858,1636.064567945542,Teaching,11.082304378783997
Robot_USA_001,USA,2023-02-21,2023-06-28,5,62.45644495006428,59.00401881647646,0.028793302490607853,0.6491716598005406,0,96.98086345804627,No,9.201172742310899,899.4045822866224,General,9.175398324897952
Robot_USA_001,USA,2023-02-21,2023-06-29,36,130.7779837399218,30.454266453683633,0.3659796188422182,1.2068971867627558,0,98.09745173004808,No,9.481765486991595,1134.3472132451925,Specialty,11.39965561166029
Robot_USA_001,USA,2023-02-21,2023-06-30,33,122.13691345906221,44.21760569072713,1.9941139044845024,1.1603447384546646,0,98.03952546396722,No,8.175168616491378,1663.3743296889681,Specialty,10.008436349694922
Robot_USA_001,USA,2023-02-21,2023-07-01,47,34.92279732261764,27.620018711519148,0.0378143748907106,1.294949428309206,0,96.2174114828815,No,7.746035411133324,1074.569166535386,General,6.99411031373346
Robot_USA_001,USA,2023-02-21,2023-07-02,31,280.99358690393706,57.90341920051362,2.9046602663139884,0.17925267830988423,0,96.99952603402078,No,8.219324923133225,1681.7132280721885,Specialty,6.268045446742763
Robot_USA_001,USA,2023-02-21,2023-07-03,35,262.04226418575905,81.98029858816194,0.9229256476851649,0.5905565784406202,0,95.92614223273705,No,7.677378584510899,1668.3475583077056,General,9.432059629158157
Robot_USA_001,USA,2023-02-21,2023-07-04,17,192.43519143950942,83.72699734841112,4.421032316742039,0.45615954389786495,0,98.05490494425496,No,8.349658077419097,1711.7503451600967,General,6.658093912821374
